令和3年経済センサス‐活動調査　製造業（地域別統計表データ）　令和5(2023)年12月15日訂正,,,,,,,,,,,
,,,,,,,,,,,
１．都道府県別、東京特別区・政令指定都市別統計表,,,,,,,,,,,
"Statistical Tables by Prefecture, Tokyo Special Wards and Government-designated Cities",,,,,,,,,,,
第１表  産業中分類別事業所数、従業者数、事業に従事する者の人件費及び派遣受入者に係る人材派遣会社への支払額、原材料・燃料・電力の使用額等、製造品出荷額等及び付加価値額（従業者４人以上の事業所）,,,,,,,,,,,
"Number of establishments, Number of employees, Total cash wages and salaries paid for persons engaged and temporary staff services, Cost of raw materials, fuels and electricity consumed, Value of manufactured goods shipments, and Value added, by Industry (2-digit industrial classification) (Establishments with 4 or more employees)",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,事業所数,従業者数,事業に従事する者の人件費及び派遣受入者に係る人材派遣会社への支払額,原材料・燃料・電力の使用額等,製造品出荷額等,付加価値額（従業者29人以下は粗付加価値額）
時間軸コード,年次,産業中分類コード,産業中分類名,都道府県、東京特別区・政令指定都市コード,都道府県、東京特別区・政令指定都市名,,人,百万円,百万円,百万円,百万円
2020000000,2020,11,繊維工業,62,仙台市,14,230,422,392,1000,545
2020000000,2020,11,繊維工業,63,さいたま市,20,404,1162,2169,4766,2270
2020000000,2020,11,繊維工業,64,千葉市,8,122,215,248,776,477
2020000000,2020,11,繊維工業,65,東京特別区,297,3248,11675,28526,55642,24559
2020000000,2020,11,繊維工業,66,横浜市,44,591,1846,3514,7670,3871
2020000000,2020,11,繊維工業,67,川崎市,7,296,1966,10085,12650,2025
2020000000,2020,11,繊維工業,68,相模原市,19,556,1786,5388,8601,2751
2020000000,2020,11,繊維工業,69,新潟市,22,578,1381,2184,4760,2093
2020000000,2020,11,繊維工業,70,静岡市,17,167,396,754,1710,870
2020000000,2020,11,繊維工業,71,浜松市,99,1901,6293,19277,31551,10239
2020000000,2020,11,繊維工業,72,名古屋市,113,1718,6363,24005,39319,13524
2020000000,2020,11,繊維工業,73,京都市,426,4762,16745,29579,63653,30042
2020000000,2020,11,繊維工業,74,大阪市,233,3331,11874,51121,91282,34348
2020000000,2020,11,繊維工業,75,堺市,52,850,2807,12109,20364,6466
2020000000,2020,11,繊維工業,76,神戸市,21,235,631,1319,2579,1168
2020000000,2020,11,繊維工業,77,岡山市,80,2638,6614,25314,47890,21421
2020000000,2020,11,繊維工業,78,広島市,36,878,3169,10555,16793,5431
2020000000,2020,11,繊維工業,79,北九州市,21,229,595,600,2403,1639
2020000000,2020,11,繊維工業,80,福岡市,33,427,1052,1536,3524,1786
2020000000,2020,11,繊維工業,81,熊本市,23,419,1208,2275,3651,1195
2020000000,2020,12,木材・木製品製造業（家具を除く）,00,全国計,4546,86067,318200,1695913,2738069,888369
2020000000,2020,12,木材・木製品製造業（家具を除く）,01,北海道,310,5995,20794,98260,158553,51474
2020000000,2020,12,木材・木製品製造業（家具を除く）,02,青森県,58,857,2594,14150,21759,6562
2020000000,2020,12,木材・木製品製造業（家具を除く）,03,岩手県,117,2132,6779,38751,58065,16143
2020000000,2020,12,木材・木製品製造業（家具を除く）,04,宮城県,70,1779,6335,40118,71033,25564
2020000000,2020,12,木材・木製品製造業（家具を除く）,05,秋田県,117,2340,7823,42505,68937,21815
2020000000,2020,12,木材・木製品製造業（家具を除く）,06,山形県,71,985,2897,12204,23890,10121
2020000000,2020,12,木材・木製品製造業（家具を除く）,07,福島県,115,2175,7698,34741,68562,28488
2020000000,2020,12,木材・木製品製造業（家具を除く）,08,茨城県,118,3715,16104,98112,163900,54901
2020000000,2020,12,木材・木製品製造業（家具を除く）,09,栃木県,128,2787,10380,60919,91331,27632
2020000000,2020,12,木材・木製品製造業（家具を除く）,10,群馬県,109,2164,8368,52915,75021,19208
2020000000,2020,12,木材・木製品製造業（家具を除く）,11,埼玉県,128,2343,8825,42450,69823,23856
2020000000,2020,12,木材・木製品製造業（家具を除く）,12,千葉県,79,2097,8695,44193,64964,18470
2020000000,2020,12,木材・木製品製造業（家具を除く）,13,東京都,44,412,1717,3278,7524,3879
2020000000,2020,12,木材・木製品製造業（家具を除く）,14,神奈川県,66,895,3383,14299,23047,7670
2020000000,2020,12,木材・木製品製造業（家具を除く）,15,新潟県,118,1647,5003,16482,30532,12192
2020000000,2020,12,木材・木製品製造業（家具を除く）,16,富山県,70,1182,4623,17608,31205,12013
2020000000,2020,12,木材・木製品製造業（家具を除く）,17,石川県,52,935,3278,16005,25642,8193
2020000000,2020,12,木材・木製品製造業（家具を除く）,18,福井県,64,1486,4968,47028,62151,12342
2020000000,2020,12,木材・木製品製造業（家具を除く）,19,山梨県,25,409,1213,6044,10456,3034
2020000000,2020,12,木材・木製品製造業（家具を除く）,20,長野県,105,1201,4138,16401,29605,11416
2020000000,2020,12,木材・木製品製造業（家具を除く）,21,岐阜県,169,3275,11599,43496,73861,25991
2020000000,2020,12,木材・木製品製造業（家具を除く）,22,静岡県,210,4128,17928,140694,209262,58673
2020000000,2020,12,木材・木製品製造業（家具を除く）,23,愛知県,215,4342,17578,79804,138534,51436
2020000000,2020,12,木材・木製品製造業（家具を除く）,24,三重県,97,1652,5892,31064,50804,16438
2020000000,2020,12,木材・木製品製造業（家具を除く）,25,滋賀県,58,1072,3730,21640,32518,9572
2020000000,2020,12,木材・木製品製造業（家具を除く）,26,京都府,63,1280,4988,38342,52845,12271
2020000000,2020,12,木材・木製品製造業（家具を除く）,27,大阪府,169,2978,14708,73414,113979,34593
2020000000,2020,12,木材・木製品製造業（家具を除く）,28,兵庫県,131,2151,8385,34340,52999,16956
2020000000,2020,12,木材・木製品製造業（家具を除く）,29,奈良県,93,1467,5069,37927,54392,13868
2020000000,2020,12,木材・木製品製造業（家具を除く）,30,和歌山県,82,1302,4951,20017,36050,14094
2020000000,2020,12,木材・木製品製造業（家具を除く）,31,鳥取県,26,750,2859,15316,24027,6717
2020000000,2020,12,木材・木製品製造業（家具を除く）,32,島根県,56,1016,4036,27265,45223,14304
2020000000,2020,12,木材・木製品製造業（家具を除く）,33,岡山県,103,2423,9335,60277,87230,23745
2020000000,2020,12,木材・木製品製造業（家具を除く）,34,広島県,145,3224,12986,81912,151705,59703
2020000000,2020,12,木材・木製品製造業（家具を除く）,35,山口県,67,1411,5148,32135,43824,10016
2020000000,2020,12,木材・木製品製造業（家具を除く）,36,徳島県,77,1484,5100,25170,40108,12000
2020000000,2020,12,木材・木製品製造業（家具を除く）,37,香川県,41,1323,4938,36672,58213,18247
2020000000,2020,12,木材・木製品製造業（家具を除く）,38,愛媛県,78,1487,4708,22699,35353,10328
2020000000,2020,12,木材・木製品製造業（家具を除く）,39,高知県,69,866,2731,11734,19224,6672
2020000000,2020,12,木材・木製品製造業（家具を除く）,40,福岡県,138,2352,8371,36069,57529,18668
2020000000,2020,12,木材・木製品製造業（家具を除く）,41,佐賀県,36,779,3054,19821,31424,9316
2020000000,2020,12,木材・木製品製造業（家具を除く）,42,長崎県,27,338,929,3622,6448,2579
2020000000,2020,12,木材・木製品製造業（家具を除く）,43,熊本県,110,1831,6125,22197,41480,17033
2020000000,2020,12,木材・木製品製造業（家具を除く）,44,大分県,108,1399,3951,16214,30051,11443
2020000000,2020,12,木材・木製品製造業（家具を除く）,45,宮崎県,126,2989,9897,34971,69977,27724
2020000000,2020,12,木材・木製品製造業（家具を除く）,46,鹿児島県,81,1117,3355,12237,22725,9305
2020000000,2020,12,木材・木製品製造業（家具を除く）,47,沖縄県,7,95,234,404,2281,1706
2020000000,2020,12,木材・木製品製造業（家具を除く）,61,札幌市,11,126,371,809,1612,732
2020000000,2020,12,木材・木製品製造業（家具を除く）,62,仙台市,4,24,44,154,271,106
2020000000,2020,12,木材・木製品製造業（家具を除く）,63,さいたま市,6,278,1029,2021,3826,1595
2020000000,2020,12,木材・木製品製造業（家具を除く）,64,千葉市,10,313,1457,11369,15300,3661
2020000000,2020,12,木材・木製品製造業（家具を除く）,65,東京特別区,36,351,1463,2912,6492,3273
2020000000,2020,12,木材・木製品製造業（家具を除く）,66,横浜市,17,322,1221,7629,10756,2662
2020000000,2020,12,木材・木製品製造業（家具を除く）,67,川崎市,1,17,X,X,X,X
2020000000,2020,12,木材・木製品製造業（家具を除く）,68,相模原市,7,59,228,919,1856,852
2020000000,2020,12,木材・木製品製造業（家具を除く）,69,新潟市,21,383,1160,4403,7737,2806
2020000000,2020,12,木材・木製品製造業（家具を除く）,70,静岡市,50,1022,4191,22838,37941,12829
2020000000,2020,12,木材・木製品製造業（家具を除く）,71,浜松市,56,800,2641,6959,13564,5822
2020000000,2020,12,木材・木製品製造業（家具を除く）,72,名古屋市,51,737,3040,12367,22530,9043
2020000000,2020,12,木材・木製品製造業（家具を除く）,73,京都市,22,267,981,6298,8686,2099
2020000000,2020,12,木材・木製品製造業（家具を除く）,74,大阪市,38,384,1884,8541,15137,6045
2020000000,2020,12,木材・木製品製造業（家具を除く）,75,堺市,27,550,2733,10402,18322,6911
2020000000,2020,12,木材・木製品製造業（家具を除く）,76,神戸市,15,158,698,1122,2445,1204
2020000000,2020,12,木材・木製品製造業（家具を除く）,77,岡山市,19,593,2505,13006,19453,5479
2020000000,2020,12,木材・木製品製造業（家具を除く）,78,広島市,15,145,449,1390,2725,1215
2020000000,2020,12,木材・木製品製造業（家具を除く）,79,北九州市,11,217,931,3613,6635,2654
2020000000,2020,12,木材・木製品製造業（家具を除く）,80,福岡市,5,182,684,5373,8822,3335
2020000000,2020,12,木材・木製品製造業（家具を除く）,81,熊本市,7,177,726,1024,2967,1768
2020000000,2020,13,家具・装備品製造業,00,全国計,4241,86078,325402,1144074,1999768,736866
2020000000,2020,13,家具・装備品製造業,01,北海道,182,2892,10253,21068,45220,21434
2020000000,2020,13,家具・装備品製造業,02,青森県,22,272,968,2506,4860,2017
2020000000,2020,13,家具・装備品製造業,03,岩手県,22,408,1174,4105,6559,2034
2020000000,2020,13,家具・装備品製造業,04,宮城県,40,593,2146,5513,10279,4187
2020000000,2020,13,家具・装備品製造業,05,秋田県,32,722,2089,4361,8210,3360
2020000000,2020,13,家具・装備品製造業,06,山形県,61,1522,5544,12000,22062,8643
2020000000,2020,13,家具・装備品製造業,07,福島県,66,2512,9672,32960,53201,16696
2020000000,2020,13,家具・装備品製造業,08,茨城県,77,2667,9512,44536,76871,25926
2020000000,2020,13,家具・装備品製造業,09,栃木県,100,2135,8153,37302,56329,16090
2020000000,2020,13,家具・装備品製造業,10,群馬県,104,2239,8115,29314,53459,20596
2020000000,2020,13,家具・装備品製造業,11,埼玉県,279,5905,22798,85519,145677,53143
2020000000,2020,13,家具・装備品製造業,12,千葉県,81,2245,10725,56543,101690,39110
2020000000,2020,13,家具・装備品製造業,13,東京都,188,2742,15029,59471,107400,42167
2020000000,2020,13,家具・装備品製造業,14,神奈川県,107,2934,11823,60819,99271,32448
2020000000,2020,13,家具・装備品製造業,15,新潟県,137,2761,10678,19641,38534,16399
2020000000,2020,13,家具・装備品製造業,16,富山県,67,1486,6012,18499,35024,14185
2020000000,2020,13,家具・装備品製造業,17,石川県,55,1999,8343,21608,57172,30855
2020000000,2020,13,家具・装備品製造業,18,福井県,42,1078,3932,9323,18185,7382
2020000000,2020,13,家具・装備品製造業,19,山梨県,27,477,1621,3212,7294,3590
2020000000,2020,13,家具・装備品製造業,20,長野県,73,1279,4509,12460,22942,8833
2020000000,2020,13,家具・装備品製造業,21,岐阜県,202,5271,19576,48263,97789,42272
2020000000,2020,13,家具・装備品製造業,22,静岡県,214,4325,14997,47701,87679,34322
2020000000,2020,13,家具・装備品製造業,23,愛知県,312,5877,21986,70072,126977,49027
2020000000,2020,13,家具・装備品製造業,24,三重県,67,2027,7198,30499,46675,13164
2020000000,2020,13,家具・装備品製造業,25,滋賀県,61,1923,7193,44961,65687,17342
2020000000,2020,13,家具・装備品製造業,26,京都府,90,1061,4236,9469,17985,7392
2020000000,2020,13,家具・装備品製造業,27,大阪府,349,6962,29602,123200,191118,59075
2020000000,2020,13,家具・装備品製造業,28,兵庫県,103,2042,7671,48606,72424,20752
2020000000,2020,13,家具・装備品製造業,29,奈良県,38,1072,4220,18286,29470,9578
2020000000,2020,13,家具・装備品製造業,30,和歌山県,63,863,2846,8208,14237,5465
2020000000,2020,13,家具・装備品製造業,31,鳥取県,15,174,549,949,1921,892
2020000000,2020,13,家具・装備品製造業,32,島根県,31,464,1558,3991,7119,2805
2020000000,2020,13,家具・装備品製造業,33,岡山県,88,1650,5698,21454,34118,10606
2020000000,2020,13,家具・装備品製造業,34,広島県,161,2878,8697,18466,38778,17947
2020000000,2020,13,家具・装備品製造業,35,山口県,31,374,1288,3689,5129,1271
2020000000,2020,13,家具・装備品製造業,36,徳島県,63,1319,4482,10886,25266,12524
2020000000,2020,13,家具・装備品製造業,37,香川県,46,522,1758,3793,7234,3191
2020000000,2020,13,家具・装備品製造業,38,愛媛県,34,489,1909,3509,7737,3744
2020000000,2020,13,家具・装備品製造業,39,高知県,20,234,726,1507,3048,1318
2020000000,2020,13,家具・装備品製造業,40,福岡県,237,3840,13400,44615,75851,27473
2020000000,2020,13,家具・装備品製造業,41,佐賀県,39,1114,4090,23259,35432,10142
2020000000,2020,13,家具・装備品製造業,42,長崎県,25,297,906,1725,4113,2165
2020000000,2020,13,家具・装備品製造業,43,熊本県,37,586,2170,6494,12471,5057
2020000000,2020,13,家具・装備品製造業,44,大分県,52,782,2224,4092,8797,4100
2020000000,2020,13,家具・装備品製造業,45,宮崎県,34,418,1355,2143,4891,2423
2020000000,2020,13,家具・装備品製造業,46,鹿児島県,41,355,1101,2088,4203,1904
2020000000,2020,13,家具・装備品製造業,47,沖縄県,26,291,868,1388,3385,1822
2020000000,2020,13,家具・装備品製造業,61,札幌市,48,689,2744,6359,13190,6147
2020000000,2020,13,家具・装備品製造業,62,仙台市,15,256,901,2156,4797,2336
2020000000,2020,13,家具・装備品製造業,63,さいたま市,20,270,1058,2010,4243,2028
2020000000,2020,13,家具・装備品製造業,64,千葉市,6,153,738,2571,4632,1797
2020000000,2020,13,家具・装備品製造業,65,東京特別区,143,1424,5697,12646,45255,29963
2020000000,2020,13,家具・装備品製造業,66,横浜市,45,719,2273,18039,23514,4912
2020000000,2020,13,家具・装備品製造業,67,川崎市,6,98,428,1781,2447,601
2020000000,2020,13,家具・装備品製造業,68,相模原市,7,50,159,440,795,323
2020000000,2020,13,家具・装備品製造業,69,新潟市,31,533,1598,4599,8673,3748
2020000000,2020,13,家具・装備品製造業,70,静岡市,86,1209,3781,8244,18041,8617
2020000000,2020,13,家具・装備品製造業,71,浜松市,41,856,2826,4785,9950,4668
2020000000,2020,13,家具・装備品製造業,72,名古屋市,100,1066,4299,10951,21986,9781
2020000000,2020,13,家具・装備品製造業,73,京都市,65,734,2922,6124,11603,4644
2020000000,2020,13,家具・装備品製造業,74,大阪市,114,1489,5304,14992,28051,11680
2020000000,2020,13,家具・装備品製造業,75,堺市,31,748,2943,26007,31856,5111
2020000000,2020,13,家具・装備品製造業,76,神戸市,20,227,847,1908,3664,1554
2020000000,2020,13,家具・装備品製造業,77,岡山市,27,369,1234,2581,5094,2198
2020000000,2020,13,家具・装備品製造業,78,広島市,37,758,2380,3451,9222,5097
2020000000,2020,13,家具・装備品製造業,79,北九州市,16,280,1039,7327,9958,2044
2020000000,2020,13,家具・装備品製造業,80,福岡市,20,171,677,1426,3839,2202
2020000000,2020,13,家具・装備品製造業,81,熊本市,16,159,549,1092,2022,847
2020000000,2020,14,パルプ・紙・紙加工品製造業,00,全国計,5043,179189,770886,4347144,7095704,2232319
2020000000,2020,14,パルプ・紙・紙加工品製造業,01,北海道,92,5159,26532,209656,303487,74266
2020000000,2020,14,パルプ・紙・紙加工品製造業,02,青森県,29,1933,9990,54676,92718,27046
2020000000,2020,14,パルプ・紙・紙加工品製造業,03,岩手県,24,1089,3720,22325,36777,10245
2020000000,2020,14,パルプ・紙・紙加工品製造業,04,宮城県,59,2536,12663,95141,174953,62610
2020000000,2020,14,パルプ・紙・紙加工品製造業,05,秋田県,17,549,2530,27974,28840,-603
2020000000,2020,14,パルプ・紙・紙加工品製造業,06,山形県,36,994,3481,13739,21093,5778
2020000000,2020,14,パルプ・紙・紙加工品製造業,07,福島県,77,3755,16281,134912,196292,46594
2020000000,2020,14,パルプ・紙・紙加工品製造業,08,茨城県,129,6292,25229,172543,269541,80521
2020000000,2020,14,パルプ・紙・紙加工品製造業,09,栃木県,96,5353,26517,146915,292145,119341
2020000000,2020,14,パルプ・紙・紙加工品製造業,10,群馬県,91,2599,10726,63308,94601,25817
2020000000,2020,14,パルプ・紙・紙加工品製造業,11,埼玉県,422,13918,56874,283962,491041,175647
2020000000,2020,14,パルプ・紙・紙加工品製造業,12,千葉県,118,4456,19125,79639,137903,49359
2020000000,2020,14,パルプ・紙・紙加工品製造業,13,東京都,343,5433,22615,85992,145940,52262
2020000000,2020,14,パルプ・紙・紙加工品製造業,14,神奈川県,149,5613,24840,115682,188266,62884
2020000000,2020,14,パルプ・紙・紙加工品製造業,15,新潟県,92,3989,15032,118929,177578,39176
2020000000,2020,14,パルプ・紙・紙加工品製造業,16,富山県,67,3520,13995,75360,130574,43375
2020000000,2020,14,パルプ・紙・紙加工品製造業,17,石川県,51,1145,3766,11407,19395,8349
2020000000,2020,14,パルプ・紙・紙加工品製造業,18,福井県,72,1843,7950,43010,75427,26671
2020000000,2020,14,パルプ・紙・紙加工品製造業,19,山梨県,42,904,2887,13356,24746,9935
2020000000,2020,14,パルプ・紙・紙加工品製造業,20,長野県,93,2213,8990,48684,75226,22620
2020000000,2020,14,パルプ・紙・紙加工品製造業,21,岐阜県,180,6056,24724,132824,214459,64917
2020000000,2020,14,パルプ・紙・紙加工品製造業,22,静岡県,462,18702,86997,498939,818709,259547
2020000000,2020,14,パルプ・紙・紙加工品製造業,23,愛知県,368,11205,47729,243518,376792,111000
2020000000,2020,14,パルプ・紙・紙加工品製造業,24,三重県,65,2150,9105,56555,86390,22827
2020000000,2020,14,パルプ・紙・紙加工品製造業,25,滋賀県,75,3350,15392,72957,122082,35844
2020000000,2020,14,パルプ・紙・紙加工品製造業,26,京都府,138,3585,15615,73564,124161,41731
2020000000,2020,14,パルプ・紙・紙加工品製造業,27,大阪府,523,11844,45871,182894,314867,113049
2020000000,2020,14,パルプ・紙・紙加工品製造業,28,兵庫県,182,7363,33427,172815,309196,112399
2020000000,2020,14,パルプ・紙・紙加工品製造業,29,奈良県,57,1997,8212,29264,56412,23796
2020000000,2020,14,パルプ・紙・紙加工品製造業,30,和歌山県,28,910,3789,22928,34855,10103
2020000000,2020,14,パルプ・紙・紙加工品製造業,31,鳥取県,38,1689,7827,59308,90397,23889
2020000000,2020,14,パルプ・紙・紙加工品製造業,32,島根県,29,1200,4492,16577,29128,11114
2020000000,2020,14,パルプ・紙・紙加工品製造業,33,岡山県,66,3521,14021,64430,113112,40335
2020000000,2020,14,パルプ・紙・紙加工品製造業,34,広島県,84,2063,9135,60840,90214,25098
2020000000,2020,14,パルプ・紙・紙加工品製造業,35,山口県,31,1982,9446,59764,94078,26154
2020000000,2020,14,パルプ・紙・紙加工品製造業,36,徳島県,39,2250,12655,75880,120820,35744
2020000000,2020,14,パルプ・紙・紙加工品製造業,37,香川県,68,3277,12342,86324,129118,34248
2020000000,2020,14,パルプ・紙・紙加工品製造業,38,愛媛県,210,10462,46057,355781,540040,144307
2020000000,2020,14,パルプ・紙・紙加工品製造業,39,高知県,54,2537,10696,35477,65103,25412
2020000000,2020,14,パルプ・紙・紙加工品製造業,40,福岡県,111,3470,13044,57671,99126,34097
2020000000,2020,14,パルプ・紙・紙加工品製造業,41,佐賀県,36,1731,7131,43310,74109,26808
2020000000,2020,14,パルプ・紙・紙加工品製造業,42,長崎県,15,377,997,2372,4422,1791
2020000000,2020,14,パルプ・紙・紙加工品製造業,43,熊本県,25,1477,7156,50046,89931,34021
2020000000,2020,14,パルプ・紙・紙加工品製造業,44,大分県,17,585,2415,18604,31516,10895
2020000000,2020,14,パルプ・紙・紙加工品製造業,45,宮崎県,16,766,3313,22757,35482,9683
2020000000,2020,14,パルプ・紙・紙加工品製造業,46,鹿児島県,21,961,4318,30504,48391,9887
2020000000,2020,14,パルプ・紙・紙加工品製造業,47,沖縄県,6,386,1236,4032,6251,1729
2020000000,2020,14,パルプ・紙・紙加工品製造業,61,札幌市,18,481,1835,5351,8548,2683
2020000000,2020,14,パルプ・紙・紙加工品製造業,62,仙台市,12,157,417,798,1943,1044
2020000000,2020,14,パルプ・紙・紙加工品製造業,63,さいたま市,25,651,2704,17467,23437,4894
2020000000,2020,14,パルプ・紙・紙加工品製造業,64,千葉市,7,237,836,1845,4640,2702
2020000000,2020,14,パルプ・紙・紙加工品製造業,65,東京特別区,303,4509,19130,73683,124551,44566
2020000000,2020,14,パルプ・紙・紙加工品製造業,66,横浜市,45,1828,8350,39198,59137,17947
2020000000,2020,14,パルプ・紙・紙加工品製造業,67,川崎市,15,265,1148,4516,9647,4529
2020000000,2020,14,パルプ・紙・紙加工品製造業,68,相模原市,15,695,3220,12345,19362,5928
2020000000,2020,14,パルプ・紙・紙加工品製造業,69,新潟市,19,1378,6025,77608,109765,17361
2020000000,2020,14,パルプ・紙・紙加工品製造業,70,静岡市,46,1595,5855,18261,32963,12556
2020000000,2020,14,パルプ・紙・紙加工品製造業,71,浜松市,28,611,2150,8118,12818,3997
2020000000,2020,14,パルプ・紙・紙加工品製造業,72,名古屋市,85,1310,4944,13976,25780,10073
2020000000,2020,14,パルプ・紙・紙加工品製造業,73,京都市,86,1314,4800,12364,23698,10033
2020000000,2020,14,パルプ・紙・紙加工品製造業,74,大阪市,197,2986,11055,43506,81883,33382
2020000000,2020,14,パルプ・紙・紙加工品製造業,75,堺市,22,744,2852,9229,15328,4950
2020000000,2020,14,パルプ・紙・紙加工品製造業,76,神戸市,17,340,1340,6904,12284,3505
2020000000,2020,14,パルプ・紙・紙加工品製造業,77,岡山市,17,1216,5110,22899,39883,14584
2020000000,2020,14,パルプ・紙・紙加工品製造業,78,広島市,29,483,1739,4926,10390,4904
2020000000,2020,14,パルプ・紙・紙加工品製造業,79,北九州市,26,647,2547,11440,17207,4625
2020000000,2020,14,パルプ・紙・紙加工品製造業,80,福岡市,13,247,798,1127,3032,1561
2020000000,2020,14,パルプ・紙・紙加工品製造業,81,熊本市,7,334,1316,7688,11882,3512
2020000000,2020,15,印刷・同関連業,00,全国計,9306,235105,983821,2138984,4575588,2099908
2020000000,2020,15,印刷・同関連業,01,北海道,309,6465,23448,45419,100482,49397
2020000000,2020,15,印刷・同関連業,02,青森県,73,1325,3852,6408,15425,7908
2020000000,2020,15,印刷・同関連業,03,岩手県,84,1824,6042,14906,36708,17815
2020000000,2020,15,印刷・同関連業,04,宮城県,172,4175,15498,27859,62034,29214
2020000000,2020,15,印刷・同関連業,05,秋田県,68,1030,2892,4748,10986,5462
2020000000,2020,15,印刷・同関連業,06,山形県,79,2045,6214,12853,26682,11658
2020000000,2020,15,印刷・同関連業,07,福島県,116,2450,8444,17217,40025,19352
2020000000,2020,15,印刷・同関連業,08,茨城県,157,5092,22732,71622,131061,51209
2020000000,2020,15,印刷・同関連業,09,栃木県,126,2339,8769,21318,42009,17721
2020000000,2020,15,印刷・同関連業,10,群馬県,131,3810,15561,39645,81858,37630
2020000000,2020,15,印刷・同関連業,11,埼玉県,765,30749,139838,312244,705750,342528
2020000000,2020,15,印刷・同関連業,12,千葉県,209,6514,25191,75948,162057,72816
2020000000,2020,15,印刷・同関連業,13,東京都,1677,38797,189991,302963,696831,343391
2020000000,2020,15,印刷・同関連業,14,神奈川県,286,7774,37393,71956,166306,80425
2020000000,2020,15,印刷・同関連業,15,新潟県,184,4903,15747,39701,75969,30423
2020000000,2020,15,印刷・同関連業,16,富山県,85,1975,6790,17254,33478,13076
2020000000,2020,15,印刷・同関連業,17,石川県,116,3517,13896,31796,67563,28821
2020000000,2020,15,印刷・同関連業,18,福井県,90,1860,6124,10306,26958,14501
2020000000,2020,15,印刷・同関連業,19,山梨県,51,958,4376,12629,25135,9229
2020000000,2020,15,印刷・同関連業,20,長野県,193,3871,14538,26824,65985,33563
2020000000,2020,15,印刷・同関連業,21,岐阜県,198,4328,14804,30662,71658,34941
2020000000,2020,15,印刷・同関連業,22,静岡県,273,7481,30757,88547,160324,59832
2020000000,2020,15,印刷・同関連業,23,愛知県,595,12937,53613,117101,237126,104823
2020000000,2020,15,印刷・同関連業,24,三重県,88,1697,5992,17513,32891,13432
2020000000,2020,15,印刷・同関連業,25,滋賀県,65,3117,14616,41990,79562,30155
2020000000,2020,15,印刷・同関連業,26,京都府,287,7243,30062,75481,160622,73781
2020000000,2020,15,印刷・同関連業,27,大阪府,1047,22382,94707,201636,417846,188631
2020000000,2020,15,印刷・同関連業,28,兵庫県,234,6482,27934,76680,165535,78580
2020000000,2020,15,印刷・同関連業,29,奈良県,56,2936,14212,41761,77813,30085
2020000000,2020,15,印刷・同関連業,30,和歌山県,47,913,3503,5738,13499,6840
2020000000,2020,15,印刷・同関連業,31,鳥取県,27,619,1874,4276,8857,3987
2020000000,2020,15,印刷・同関連業,32,島根県,36,653,2084,3719,7943,3669
2020000000,2020,15,印刷・同関連業,33,岡山県,153,4675,19702,54367,100190,38338
2020000000,2020,15,印刷・同関連業,34,広島県,198,4535,17573,35827,78092,35444
2020000000,2020,15,印刷・同関連業,35,山口県,68,1658,5816,9932,21463,9800
2020000000,2020,15,印刷・同関連業,36,徳島県,46,1052,3900,8582,19872,9855
2020000000,2020,15,印刷・同関連業,37,香川県,102,3134,12222,30981,60546,24972
2020000000,2020,15,印刷・同関連業,38,愛媛県,74,1435,4721,8203,17062,7497
2020000000,2020,15,印刷・同関連業,39,高知県,41,695,2084,4851,8869,3617
2020000000,2020,15,印刷・同関連業,40,福岡県,268,7096,27778,67302,145392,68659
2020000000,2020,15,印刷・同関連業,41,佐賀県,39,919,3443,5004,11170,5088
2020000000,2020,15,印刷・同関連業,42,長崎県,56,936,2947,3831,10800,6055
2020000000,2020,15,印刷・同関連業,43,熊本県,87,2139,7114,15184,30396,12878
2020000000,2020,15,印刷・同関連業,44,大分県,55,912,2858,4504,17533,11540
2020000000,2020,15,印刷・同関連業,45,宮崎県,57,915,3438,5804,14120,7270
2020000000,2020,15,印刷・同関連業,46,鹿児島県,88,1618,5179,8482,17826,7210
2020000000,2020,15,印刷・同関連業,47,沖縄県,50,1125,3554,7412,15282,6787
2020000000,2020,15,印刷・同関連業,61,札幌市,136,3534,12939,26658,58146,27942
2020000000,2020,15,印刷・同関連業,62,仙台市,121,2879,11136,20158,44755,21240
2020000000,2020,15,印刷・同関連業,63,さいたま市,72,1755,6656,7096,22365,13238
2020000000,2020,15,印刷・同関連業,64,千葉市,40,805,3347,6092,13215,6195
2020000000,2020,15,印刷・同関連業,65,東京特別区,1529,34244,170095,266481,606346,295639
2020000000,2020,15,印刷・同関連業,66,横浜市,125,2626,11017,22565,43962,18478
2020000000,2020,15,印刷・同関連業,67,川崎市,40,1074,5127,6853,24737,15849
2020000000,2020,15,印刷・同関連業,68,相模原市,32,959,4892,6068,17068,9529
2020000000,2020,15,印刷・同関連業,69,新潟市,60,1791,5921,14095,28054,11705
2020000000,2020,15,印刷・同関連業,70,静岡市,99,2202,9421,16797,35398,15193
2020000000,2020,15,印刷・同関連業,71,浜松市,48,1159,3974,6775,15451,7263
2020000000,2020,15,印刷・同関連業,72,名古屋市,304,5560,23686,45039,94943,44502
2020000000,2020,15,印刷・同関連業,73,京都市,227,5288,22186,48802,103207,47185
2020000000,2020,15,印刷・同関連業,74,大阪市,639,12142,53120,110217,229473,103700
2020000000,2020,15,印刷・同関連業,75,堺市,39,1081,4422,13234,23234,9125
